Band,Platform,Strategy,Variation,Run,LLM_Title,Gold_Title,Match_Score,Year,Substances covered,NLP Methodology,Journal/Conference,Authors,DOI,Match_Type,Review_Decision,Review_Reason
100 (exact),Ai2 Paper Finder,1,2,3,Automated detection of substance use information from electronic health records for a pediatric population,Automated detection of substance use information from electronic health records for a pediatric population,100.00%,2021,Alcohol; Opioids; Cannabis; Tobacco,"Rule-based; Conventional Machine Learning; Deep Learning (RNN, LSTM, GRU, ....)",JAMIA (Journal),Yizhao Ni; Alycia Bachtel; Katie Nause; Sarah Beal,10.2147/JPR.S389160,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,A Comparison of Veterans with Problematic Opioid Use Identified through Natural Language Processing of Clinical Notes versus Using Diagnostic Codes,A Comparison of Veterans with Problematic Opioid Use Identified through Natural Language Processing of Clinical Notes versus Using Diagnostic Codes,100.00%,2024,Opioids,Rule-based; Conventional Machine Learning,Healthcare (Journal),Terri Elizabeth Workman; Joel Kupersmith; Phillip Ma; Christopher Spevak; Friedhelm Sandbrink; Yan Cheng; Qing Zeng-Treitler,10.1016/j.alcohol.2019.09.008,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Identifying Alcohol-Related Information From Unstructured Bilingual Clinical Notes With Multilingual Transformers,Identifying Alcohol-Related Information From Unstructured Bilingual Clinical Notes With Multilingual Transformers,100.00%,2023,Alcohol,Conventional Machine Learning; Large Language Models(LLMs) / Transformer Based Models,IEEE Access (Journal),Han Kyul Kim; Yujin Park; Yeju Park; Eunji Choi; Sodam Kim; Hahyun You; Ye Seul Bae,10.1016/j.ijmedinf.2022.104979,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Automatically identifying opioid use disorder in non-cancer patients on chronic opioid therapy,Automatically identifying opioid use disorder in non-cancer patients on chronic opioid therapy,100.00%,2022,Opioids,Rule-based,Health Informatics Journal (Journal),Vivienne J Zhu; Leslie A Lenert; Kelly S Barth; Kit N Simpson; Hong Li; Michael Kopscik; Kathleen T Brady,10.1371/journal.pone.0074262,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Bias and fairness assessment of a natural language processing opioid misuse classifier: detection and mitigation of electronic health record data disadvantages across racial subgroups,Bias and fairness assessment of a natural language processing opioid misuse classifier: detection and mitigation of electronic health record data disadvantages across racial subgroups,100.00%,2021,Opioids,"Deep Learning (RNN, LSTM, GRU, ....)",JAMIA (Journal),Hale M Thompson; Brihat Sharma; Sameer Bhalla; Randy Boley; Connor McCluskey; Dmitriy Dligach; Matthew M Churpek; Niranjan S Karnik; Majid Afshar,10.1016/j.ijmedinf.2022.104963,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,External validation of a machine learning classifier to identify unhealthy alcohol use in hospitalized patients,External validation of a machine learning classifier to identify unhealthy alcohol use in hospitalized patients,100.00%,2021,Alcohol,Conventional Machine Learning,Addiction (Journal),Yiqi Lin; Brihat Sharma; Hale M. Thompson; Randy Boley; Kathryn Perticone; Neeraj Chhabra; Majid Afshar; Niranjan S. Karnik,10.1371/journal.pone.0193706,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,External validation of an opioid misuse machine learning classifier in hospitalized adult patients,External validation of an opioid misuse machine learning classifier in hospitalized adult patients,100.00%,2021,Opioids,"Deep Learning (RNN, LSTM, GRU, ....)",Addiction Science & Clinical Practice (Journal),Majid Afshar; Brihat Sharma; Sameer Bhalla; Hale M. Thompson; Dmitriy Dligach; Randy A. Boley; Ekta Kishen; Alan Simmons; Kathryn Perticone; Niranjan S. Karnik,10.1186/s13722-021-00229-7,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Extracting Alcohol and Substance Abuse Status from Clinical Notes: The Added Value of Nursing Data,Extracting alcohol and substance abuse status from clinical notes: The added value of nursing data,100.00%,2019,Alcohol; Any Substance Not Otherwise Specified,Conventional Machine Learning,Studies in Health Technology and Informatics (Conference/Proceedings), Topaz Maxim;  Murga Ludmila;  Bar-Bachar Ofrit;  Cato Kenrick;  Collins Sarah,10.5220/0012717200003756,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Enhancing Risk Assessment in Patients Receiving Chronic Opioid Analgesic Therapy Using Natural Language Processing,Enhancing Risk Assessment in Patients Receiving Chronic Opioid Analgesic Therapy Using Natural Language Processing,100.00%,2016,Opioids,Rule-based,Pain Medicine (Journal),Irina V. Haller; Colleen M. Renier; Mitch Juusola; Paul Hitz; William Steffen; Michael J. Asmus; Terri Craig; Jack Mardekian; Elizabeth T. Masters; Thomas E. Elliott,10.1002/pds.4772,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,An Automated System for Identifying Alcohol Use Status from Clinical Text,An Automated System for Identifying Alcohol Use Status from Clinical Text,100.00%,2018,Alcohol,Rule-based; Conventional Machine Learning,2018 IEEE iCCECE (Conference/Proceedings),Hadeel Alzoubi; Naeem Ramzan; Raid Alzubi; Ehsan Mesbahi,10.1109/iCCECOME.2018.8658578,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Data mining to retrieve smoking status from electronic health records in general practice,Data mining to retrieve smoking status from electronic health records in general practice,100.00%,2022,Tobacco,Rule-based,European Heart Journal – Digital Health (Journal),Annemarijn R de Boer; Mark C H de Groot; T Katrien J Groenhof; Sander van Doorn; Ilonca Vaartjes; Michiel L Bots; Saskia Haitjema,10.1080/03009734.2020.1792010,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,ODD: A Benchmark Dataset for the Natural Language Processing Based Opioid Related Aberrant Behavior Detection,ODD: A Benchmark Dataset for the Natural Language Processing Based Opioid Related Aberrant Behavior Detection,100.00%,2024,Opioids,Large Language Models(LLMs) / Transformer Based Models,2024 ACM Conference (Conference/Proceedings),Kwon S; Wang X; Liu W; Druhl E; Sung ML; Reisman JI; Li W; Kerns RD; Becker W; Yu H,10.1145/11368170,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Using natural language processing of clinical text to enhance identification of opioid‐related overdoses in electronic health records data,Using natural language processing of clinical text to enhance identification of opioid-related overdoses in electronic health records data,100.00%,2019,Any Substance Not Otherwise Specified,Rule-based,Pharmacoepidemiology and Drug Safety (Journal),Brian Hazlehurst; Carla A. Green; Nancy A. Perrin; John Brandes; David S. Carrell; Andrew Baer; Angela DeVeaughâ€Geiss; Paul M. Coplan,10.1016/j.jclinepi.2019.11.006,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Identification of patients’ smoking status using an explainable AI approach: a Danish electronic health records case study,Identification of patients' smoking status using an explainable AI approach: a Danish electronic health records case study,100.00%,2024,Tobacco,Large Language Models(LLMs) / Transformer Based Models,BMC Medical Research Methodology (Journal),Ali Ebrahimi; Margrethe Bang HÃ¸stgaard Henriksen; Claus Lohman Brasen; Ole Hilberg; Torben FrÃ¸strup Hansen; Lars Henrik Jensen; Abdolrahman Peimankar; Uffe Kock Wiil,10.1080/08897077.2021.1986767,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Classifying Characteristics of Opioid Use Disorder From Hospital Discharge Summaries Using Natural Language Processing,Classifying Characteristics of Opioid Use Disorder From Hospital Discharge Summaries Using Natural Language Processing,100.00%,2022,Opioids,Large Language Models(LLMs) / Transformer Based Models,Frontiers in Public Health (Journal),Melissa N. Poulsen; Philip J. Freda; Vanessa Troiani; Anahita Davoudi; Danielle L. Mowery,10.1186/s12911-019-0864-2,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Clinical Documentation of Patient-Reported Medical Cannabis Use in Primary Care: Toward Scalable Extraction Using Natural Language Processing Methods,Clinical documentation of patient-reported medical cannabis use in primary care: Toward scalable extraction using natural language processing methods,100.00%,2022,Cannabis,Rule-based; Conventional Machine Learning,Substance Abuse (Journal),David S. Carrell; David J. Cronkite; Mary Shea; Malia Oliver; Casey Luce; Theresa E. Matson; Jennifer F. Bobb; Clarissa Hsu; Ingrid A. Binswanger; Kendall C. Browne; Andrew J. Saxon; Jennifer McCormack; Eve Jelstrom; Udi E. Ghitza; Cynthia I. Campbell; Katharine A. Bradley; Gwen T. Lapham,10.3390/app11198812,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Toward a clinical text encoder: pretraining for clinical natural language processing with applications to substance misuse,Toward a clinical text encoder: Pretraining for clinical natural language processing with applications to substance misuse,100.00%,2019,Alcohol; Opioids,"Conventional Machine Learning; Deep Learning (RNN, LSTM, GRU, ....)",JAMIA (Journal),Dmitriy Dligach; Majid Afshar; Timothy Miller,10.1109/BIBM49941.2020.9313258,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Disparities in cannabis use and documentation in electronic health records among children and young adults,Disparities in cannabis use and documentation in electronic health records among children and young adults,100.00%,2023,Cannabis,Rule-based; Large Language Models(LLMs) / Transformer Based Models,npj Digital Medicine (Journal),Nazgol Tavabi; Marium Raza; Mallika Singh; Shahriar Golchin; Harsev Singh; Grant D. Hogue; Ata M. Kiapour,10.1186/s12911-020-1099-y,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Subtypes in patients with opioid misuse: A prognostic enrichment strategy using electronic health record data in hospitalized patients,Subtypes in patients with opioid misuse: A prognostic enrichment strategy using electronic health record data in hospitalized patients,100.00%,2019,Opioids; Cocaine,Rule-based; Conventional Machine Learning,PLOS ONE (Journal),Majid Afshar; Cara Joyce; Dmitriy Dligach; Brihat Sharma; Robert Kania; Meng Xie; Kristin Swope; Elizabeth Salisbury-Afshar; Niranjan S. Karnik,10.1371/journal.pone.0219717,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Leveraging Natural Language Processing to Augment Structured Social Determinants of Health Data in the Electronic Health Record,Leveraging natural language processing to augment structured social determinants of health data in the electronic health record,100.00%,2023,Alcohol; Tobacco,"Deep Learning (RNN, LSTM, GRU, ....); Large Language Models(LLMs) / Transformer Based Models",JAMIA (Journal),Kevin Lybarger; Nicholas J Dobbins; Ritche Long; Angad Singh; Patrick Wedgeworth; Ã–zlem Uzuner; Meliha Yetisgen,10.1111/add.15730,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,A Study of Social and Behavioral Determinants of Health in Lung Cancer Patients Using Transformers-based Natural Language Processing Models,A Study of Social and Behavioral Determinants of Health in Lung Cancer Patients Using Transformers-based Natural Language Processing Models,100.00%,2021,Tobacco,"Deep Learning (RNN, LSTM, GRU, ....); Large Language Models(LLMs) / Transformer Based Models",AMIA Symposium Proceedings (Conference/Proceedings),Yu Z; Yang X; Dang C; Wu S; Adekkanattu P; Pathak J; George TJ; Hogan WR; Guo Y; Bian J; Wu Y,35309014,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Large-scale identification of social and behavioral determinants of health from clinical notes: comparison of Latent Semantic Indexing and Generative Pretrained Transformer (GPT) models,Large-scale identification of social and behavioral determinants of health from clinical notes: comparison of Latent Semantic Indexing and Generative Pretrained Transformer (GPT) models,100.00%,2024,Alcohol; Opioids; Cocaine; Tobacco,Conventional Machine Learning; Large Language Models(LLMs) / Transformer Based Models,BMC Medical Informatics and Decision Making (Journal),Sujoy Roy; Shane Morrell; Lili Zhao; Ramin Homayouni,10.1186/s12911-024-02705-x,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,CLAMP – a toolkit for efficiently building customized clinical natural language processing pipelines,CLAMP - a toolkit for efficiently building customized clinical natural language processing pipelines,100.00%,2017,Tobacco,Rule-based; Conventional Machine Learning,JAMIA (Journal),Ergin Soysal; Jingqi Wang; Min Jiang; Yonghui Wu; Serguei Pakhomov; Hongfang Liu; Hua Xu,10.1093/jamia/ocx132,Exact,Accepted,Verbatim title match (100% word overlap)
100 (exact),Ai2 Paper Finder,1,2,3,Evaluation of Smoking Status Identification Using Electronic Health Records and Open-Text Information in a Large Mental Health Case Register,Evaluation of Smoking Status Identification Using Electronic Health Records and Open-Text Information in a Large Mental Health Case Register,100.00%,2013,Tobacco,Rule-based,PLOS ONE (Journal),Chia-Yi Wu; Chin-Kuo Chang; Debbie Robson; Richard Jackson; Shaw-Ji Chen; Richard D. Hayes; Robert Stewart,10.1111/acer.15222,Exact,Accepted,Verbatim title match (100% word overlap)
"[60,100) near-exact",Ai2 Paper Finder,1,2,3,Development and multimodal validation of a substance misuse algorithm for referral to treatment using artificial intelligence (SMART-AI): a retrospective deep learning study,Development and multimodal validation of a substance misuse algorithm for referral to treatment using artificial intelligence (SMART-Al): a retrospective deep learning study,88.89%,2022,Alcohol; Opioids; Other: non-opioid drug misuse,"Conventional Machine Learning; Deep Learning (RNN, LSTM, GRU, ....)",The Lancet Digital Health (Journal),Majid Afshar; Brihat Sharma; Dmitriy Dligach; Madeline Oguss; Randall Brown; Neeraj Chhabra; Hale M Thompson; Talar Markossian; Cara Joyce; Matthew M Churpek; Niranjan S Karnik,10.1016/S2589-7500(22)00041-3,Near-exact,Accepted,"Same study; title differs only by formatting (acronym, numbered prefix, subtitle truncation, punctuation or encoding artifact)"
